id,departmentId,start,"""end"""
822,873,2015-07-21 14:14:26,2015-07-21 22:14:26 UTC
823,419,2015-08-31 17:26:18,2015-09-01 01:26:18 UTC
824,523,2015-10-18 10:03:18,2015-10-18 18:03:18 UTC
825,596,2016-05-16 23:47:35,2016-05-17 07:47:35 UTC
826,406,2015-07-29 05:17:50,2015-07-29 13:17:50 UTC
827,824,2016-02-11 16:33:30,2016-02-12 00:33:30 UTC
828,700,2015-10-25 19:45:06,2015-10-26 03:45:06 UTC
829,958,2015-07-28 11:15:21,2015-07-28 19:15:21 UTC
830,405,2016-02-02 02:34:12,2016-02-02 10:34:12 UTC
831,55,2016-05-16 19:35:06,2016-05-17 03:35:06 UTC
832,73,2015-12-10 14:56:05,2015-12-10 22:56:05 UTC
833,115,2015-06-13 12:54:19,2015-06-13 20:54:19 UTC
834,80,2016-03-19 22:50:06,2016-03-20 06:50:06 UTC
835,49,2016-03-29 20:15:57,2016-03-30 04:15:57 UTC
836,418,2015-10-29 13:52:08,2015-10-29 21:52:08 UTC
837,221,2015-05-29 19:27:33,2015-05-30 03:27:33 UTC
838,762,2015-06-02 20:37:47,2015-06-03 04:37:47 UTC
839,867,2016-03-27 00:32:42,2016-03-27 08:32:42 UTC
840,399,2016-01-02 18:49:28,2016-01-03 02:49:28 UTC
841,415,2016-03-12 01:10:22,2016-03-12 09:10:22 UTC
842,306,2015-11-17 01:46:15,2015-11-17 09:46:15 UTC
843,469,2015-05-28 20:51:38,2015-05-29 04:51:38 UTC
844,434,2015-08-30 18:32:27,2015-08-31 02:32:27 UTC
845,668,2015-07-10 23:02:30,2015-07-11 07:02:30 UTC
846,764,2015-07-10 13:07:04,2015-07-10 21:07:04 UTC
847,494,2015-12-08 03:14:04,2015-12-08 11:14:04 UTC
848,306,2015-06-15 15:51:11,2015-06-15 23:51:11 UTC
849,248,2016-03-02 22:19:14,2016-03-03 06:19:14 UTC
850,890,2015-10-12 04:47:22,2015-10-12 12:47:22 UTC
851,292,2015-11-20 08:08:28,2015-11-20 16:08:28 UTC
852,650,2016-02-21 23:21:11,2016-02-22 07:21:11 UTC
853,371,2015-10-20 11:10:41,2015-10-20 19:10:41 UTC
854,661,2016-01-10 10:45:40,2016-01-10 18:45:40 UTC
855,761,2016-05-09 08:43:40,2016-05-09 16:43:40 UTC
856,323,2015-06-12 20:07:47,2015-06-13 04:07:47 UTC
857,75,2015-09-22 07:42:54,2015-09-22 15:42:54 UTC
858,870,2016-02-20 01:43:54,2016-02-20 09:43:54 UTC
859,392,2015-10-29 23:22:57,2015-10-30 07:22:57 UTC
860,847,2015-10-26 18:16:58,2015-10-27 02:16:58 UTC
861,125,2016-04-19 14:46:36,2016-04-19 22:46:36 UTC
862,438,2015-12-04 22:20:51,2015-12-05 06:20:51 UTC
863,579,2015-09-10 12:40:35,2015-09-10 20:40:35 UTC
864,789,2015-09-12 08:52:34,2015-09-12 16:52:34 UTC
865,311,2015-06-11 07:35:11,2015-06-11 15:35:11 UTC
866,320,2015-10-26 21:50:51,2015-10-27 05:50:51 UTC
867,992,2015-09-12 22:48:23,2015-09-13 06:48:23 UTC
868,389,2015-07-28 07:38:22,2015-07-28 15:38:22 UTC
869,144,2015-09-04 21:54:40,2015-09-05 05:54:40 UTC
870,708,2015-06-23 00:55:09,2015-06-23 08:55:09 UTC
871,371,2015-09-09 07:09:10,2015-09-09 15:09:10 UTC
872,81,2016-05-24 08:20:56,2016-05-24 16:20:56 UTC
873,761,2015-10-04 02:53:13,2015-10-04 10:53:13 UTC
874,253,2016-04-25 18:34:28,2016-04-26 02:34:28 UTC
875,205,2015-10-07 00:57:10,2015-10-07 08:57:10 UTC
876,539,2015-06-22 08:15:00,2015-06-22 16:15:00 UTC
877,168,2016-02-18 17:13:44,2016-02-19 01:13:44 UTC
878,453,2016-05-11 18:28:52,2016-05-12 02:28:52 UTC
879,889,2015-06-18 06:30:49,2015-06-18 14:30:49 UTC
880,336,2015-12-19 15:33:16,2015-12-19 23:33:16 UTC
881,370,2015-08-11 12:17:37,2015-08-11 20:17:37 UTC
882,962,2016-05-14 09:55:46,2016-05-14 17:55:46 UTC
883,369,2016-01-20 01:10:44,2016-01-20 09:10:44 UTC
884,325,2016-05-20 14:45:36,2016-05-20 22:45:36 UTC
885,307,2016-01-12 21:09:50,2016-01-13 05:09:50 UTC
886,502,2016-02-18 07:34:47,2016-02-18 15:34:47 UTC
887,656,2016-05-18 06:18:09,2016-05-18 14:18:09 UTC
888,734,2015-12-20 17:03:15,2015-12-21 01:03:15 UTC
889,706,2015-08-04 19:12:23,2015-08-05 03:12:23 UTC
890,893,2015-09-18 08:17:57,2015-09-18 16:17:57 UTC
891,701,2016-01-27 00:14:46,2016-01-27 08:14:46 UTC
892,380,2016-05-17 16:01:10,2016-05-18 00:01:10 UTC
893,272,2016-03-03 04:53:58,2016-03-03 12:53:58 UTC
894,735,2016-01-31 10:01:37,2016-01-31 18:01:37 UTC
895,564,2015-08-06 10:13:36,2015-08-06 18:13:36 UTC
896,210,2016-01-14 14:22:45,2016-01-14 22:22:45 UTC
897,469,2016-03-21 22:18:24,2016-03-22 06:18:24 UTC
898,165,2016-04-01 15:29:42,2016-04-01 23:29:42 UTC
899,327,2015-08-28 04:57:04,2015-08-28 12:57:04 UTC
900,542,2015-12-19 19:59:15,2015-12-20 03:59:15 UTC
901,91,2015-11-19 15:31:21,2015-11-19 23:31:21 UTC
902,118,2016-03-23 17:46:18,2016-03-24 01:46:18 UTC
903,498,2015-09-21 22:50:41,2015-09-22 06:50:41 UTC
904,888,2016-04-19 04:31:34,2016-04-19 12:31:34 UTC
905,427,2016-04-13 15:00:55,2016-04-13 23:00:55 UTC
906,260,2015-05-29 21:34:24,2015-05-30 05:34:24 UTC
907,753,2015-12-08 07:27:50,2015-12-08 15:27:50 UTC
908,89,2015-06-01 20:18:34,2015-06-02 04:18:34 UTC
909,227,2016-04-15 17:27:39,2016-04-16 01:27:39 UTC
910,846,2015-11-20 11:30:55,2015-11-20 19:30:55 UTC
911,534,2015-09-16 00:38:43,2015-09-16 08:38:43 UTC
912,163,2015-10-10 19:24:46,2015-10-11 03:24:46 UTC
913,137,2016-05-13 15:18:27,2016-05-13 23:18:27 UTC
914,937,2016-04-22 19:58:11,2016-04-23 03:58:11 UTC
915,609,2016-02-02 02:47:01,2016-02-02 10:47:01 UTC
916,594,2015-08-19 01:41:13,2015-08-19 09:41:13 UTC
917,387,2016-04-27 14:21:53,2016-04-27 22:21:53 UTC
918,584,2016-01-28 10:58:02,2016-01-28 18:58:02 UTC
919,193,2016-04-09 06:35:22,2016-04-09 14:35:22 UTC
920,403,2015-10-07 23:51:51,2015-10-08 07:51:51 UTC
921,482,2016-03-05 21:04:35,2016-03-06 05:04:35 UTC
922,491,2015-07-02 07:52:31,2015-07-02 15:52:31 UTC
923,321,2016-04-10 13:38:44,2016-04-10 21:38:44 UTC
924,994,2015-09-06 17:52:26,2015-09-07 01:52:26 UTC
925,495,2016-03-16 14:12:44,2016-03-16 22:12:44 UTC
926,139,2015-07-15 19:41:08,2015-07-16 03:41:08 UTC
927,993,2015-10-31 21:53:01,2015-11-01 05:53:01 UTC
928,304,2015-12-28 22:04:47,2015-12-29 06:04:47 UTC
929,392,2016-04-06 22:36:42,2016-04-07 06:36:42 UTC
930,691,2016-03-31 04:22:17,2016-03-31 12:22:17 UTC
931,723,2016-01-31 11:15:19,2016-01-31 19:15:19 UTC
932,434,2015-07-02 07:48:04,2015-07-02 15:48:04 UTC
933,410,2015-08-02 19:59:27,2015-08-03 03:59:27 UTC
934,507,2016-01-12 03:14:17,2016-01-12 11:14:17 UTC
935,744,2015-09-24 16:36:28,2015-09-25 00:36:28 UTC
936,22,2015-07-14 17:27:40,2015-07-15 01:27:40 UTC
937,570,2015-08-22 15:06:51,2015-08-22 23:06:51 UTC
938,594,2015-10-19 09:18:09,2015-10-19 17:18:09 UTC
939,876,2015-08-04 04:23:52,2015-08-04 12:23:52 UTC
940,512,2015-06-17 11:47:35,2015-06-17 19:47:35 UTC
941,128,2016-01-10 08:33:34,2016-01-10 16:33:34 UTC
942,656,2015-10-18 19:41:29,2015-10-19 03:41:29 UTC
943,52,2015-10-15 12:41:43,2015-10-15 20:41:43 UTC
944,486,2016-04-25 20:40:22,2016-04-26 04:40:22 UTC
945,369,2015-07-31 00:24:29,2015-07-31 08:24:29 UTC
946,553,2015-11-29 05:59:38,2015-11-29 13:59:38 UTC
947,748,2016-03-03 17:04:19,2016-03-04 01:04:19 UTC
948,820,2015-07-22 23:58:19,2015-07-23 07:58:19 UTC
949,625,2016-01-07 08:29:15,2016-01-07 16:29:15 UTC
950,685,2015-11-05 06:43:59,2015-11-05 14:43:59 UTC
951,548,2015-06-14 10:47:24,2015-06-14 18:47:24 UTC
952,786,2015-10-07 12:13:55,2015-10-07 20:13:55 UTC
953,320,2015-07-07 03:45:41,2015-07-07 11:45:41 UTC
954,701,2016-05-20 22:24:55,2016-05-21 06:24:55 UTC
955,461,2016-04-26 05:05:58,2016-04-26 13:05:58 UTC
956,144,2015-06-02 16:51:25,2015-06-03 00:51:25 UTC
957,299,2015-11-06 06:05:08,2015-11-06 14:05:08 UTC
958,912,2016-01-07 11:58:57,2016-01-07 19:58:57 UTC
959,3,2016-03-06 14:50:19,2016-03-06 22:50:19 UTC
960,107,2015-06-14 16:00:12,2015-06-15 00:00:12 UTC
961,811,2015-10-11 19:14:46,2015-10-12 03:14:46 UTC
962,764,2015-10-13 06:06:14,2015-10-13 14:06:14 UTC
963,507,2016-01-03 01:45:06,2016-01-03 09:45:06 UTC
964,194,2015-12-06 01:29:16,2015-12-06 09:29:16 UTC
965,705,2015-09-10 14:03:17,2015-09-10 22:03:17 UTC
966,458,2015-06-07 04:26:45,2015-06-07 12:26:45 UTC
967,464,2015-12-29 17:04:58,2015-12-30 01:04:58 UTC
968,337,2015-05-28 13:38:59,2015-05-28 21:38:59 UTC
969,638,2015-06-03 22:18:14,2015-06-04 06:18:14 UTC
970,887,2015-07-16 11:47:46,2015-07-16 19:47:46 UTC
971,342,2015-11-20 21:21:03,2015-11-21 05:21:03 UTC
972,354,2016-03-23 01:53:09,2016-03-23 09:53:09 UTC
973,288,2015-07-20 03:36:11,2015-07-20 11:36:11 UTC
974,462,2015-10-21 04:38:29,2015-10-21 12:38:29 UTC
975,643,2016-01-22 01:10:32,2016-01-22 09:10:32 UTC
976,6,2015-10-27 08:57:44,2015-10-27 16:57:44 UTC
977,297,2015-10-31 06:52:55,2015-10-31 14:52:55 UTC
978,718,2016-02-28 11:02:17,2016-02-28 19:02:17 UTC
979,395,2015-10-07 02:08:39,2015-10-07 10:08:39 UTC
980,587,2015-06-09 15:58:09,2015-06-09 23:58:09 UTC
981,914,2015-07-14 01:04:57,2015-07-14 09:04:57 UTC
982,469,2015-10-05 19:14:42,2015-10-06 03:14:42 UTC
983,985,2015-05-29 12:27:52,2015-05-29 20:27:52 UTC
984,471,2015-08-23 06:41:57,2015-08-23 14:41:57 UTC
985,489,2015-09-13 11:14:46,2015-09-13 19:14:46 UTC
986,656,2015-11-18 01:46:59,2015-11-18 09:46:59 UTC
987,708,2015-12-09 23:57:16,2015-12-10 07:57:16 UTC
988,802,2015-06-09 18:13:19,2015-06-10 02:13:19 UTC
989,492,2015-11-11 13:29:51,2015-11-11 21:29:51 UTC
990,217,2015-05-31 01:04:32,2015-05-31 09:04:32 UTC
991,692,2015-10-31 07:52:36,2015-10-31 15:52:36 UTC
992,655,2015-08-20 17:48:53,2015-08-21 01:48:53 UTC
993,450,2016-03-04 01:33:25,2016-03-04 09:33:25 UTC
994,976,2016-04-10 15:20:45,2016-04-10 23:20:45 UTC
995,528,2015-07-05 23:56:55,2015-07-06 07:56:55 UTC
996,999,2016-03-21 02:14:23,2016-03-21 10:14:23 UTC
997,869,2015-08-22 09:29:20,2015-08-22 17:29:20 UTC
998,284,2015-07-11 10:14:08,2015-07-11 18:14:08 UTC
999,703,2015-08-24 22:46:43,2015-08-25 06:46:43 UTC
1000,60,2015-11-02 12:38:34,2015-11-02 20:38:34 UTC
