shelterId,no,capacity,occupancy
203,06,2,2
134,N435,1,0
658,O3S,4,2
296,H20XP,3,1
336,87MS,4,4
960,3386FI,5,4
86,88,5,0
327,SR35GC,3,1
85,7563G,5,0
553,WF9022,2,2
48,02QA,5,1
338,614FN,5,4
520,D9259ZN,1,1
461,DW801,4,3
176,SX506,1,0
342,UC3LI,1,0
657,25MO,4,0
208,O9631,1,1
969,MK776OJ,4,4
929,6,4,4
698,9X,1,0
179,213VB,4,3
534,V7381,4,0
1,ZF533,1,1
929,RM00TK,3,3
21,22S,1,0
715,510AO,1,1
838,TJ4,4,3
979,M9Y,1,1
473,7100A,3,1
829,F6,4,2
534,XG36,4,2
845,08IC,2,1
159,P1010,1,1
145,9R,3,2
953,AS9XR,2,2
470,439YV,5,5
835,FY3825JF,4,3
561,2C,2,0
680,I1N,2,1
196,CX84VW,5,1
891,H7OK,4,1
990,PY839UC,4,4
816,XK8211,3,3
738,655,5,0
347,BO214PY,1,0
22,MF4P,1,0
150,TX51,2,2
14,CZ2544SA,1,0
214,14CZ,3,3
841,MI131TH,2,0
737,9710,5,4
478,5609,1,1
703,931T,1,0
904,RP524W,4,1
653,GY2312A,4,4
818,XG7535,1,1
369,250,4,0
476,7330,1,0
497,Y556,3,1
839,CI2,4,4
328,K6,4,1
817,25,5,4
156,TS854VY,1,0
859,92RU,2,2
951,2RZ,4,3
72,HA811,2,2
234,894,2,1
777,0,5,0
962,V713,2,2
357,GZ46RC,1,0
11,RK002JT,2,1
347,7826,2,0
305,VA23Y,3,1
325,6A,1,0
68,F2101F,3,1
506,UW614Z,4,0
455,O1JH,5,5
631,5501D,1,1
530,E1166VD,3,3
890,1307,4,4
848,6,4,1
712,171F,1,0
106,3KJ,3,2
139,686Q,2,1
142,UW7T,4,0
662,1991XM,1,0
311,OS9RK,1,0
860,EG47SD,1,1
180,EI35Y,1,1
321,PN6C,2,1
154,XD07ZO,2,0
343,1I,1,1
959,L6IX,3,0
852,5,1,1
55,E58K,3,0
964,V3U,3,3
820,M2146D,3,1
710,726,1,1
322,L439OW,2,2
306,ZL4G,4,4
784,3283,2,2
79,G512D,4,1
814,067X,1,1
269,B3,1,1
502,6781B,5,3
762,WY47,3,3
601,09JN,3,1
641,W14BG,4,4
736,3V,2,2
279,CF02GX,5,2
614,WM206,5,1
991,F223B,4,1
872,CA46W,1,0
249,F9,2,0
620,A445,1,0
665,WA1851,5,5
214,KS1546M,5,1
712,38,3,3
402,J0988U,3,2
242,VK7,2,2
477,V6AG,2,1
255,H083,3,0
893,VY75I,1,0
636,H230I,4,0
520,IV061T,4,1
758,AY109R,4,1
222,E2505CT,1,1
136,CW49RM,4,1
708,GC6355W,4,1
212,OL61,5,4
403,75,5,5
941,8SF,5,1
110,9,3,2
641,R740B,4,4
766,L481M,2,0
422,7O,2,0
853,D551C,5,0
566,842,3,3
779,9462D,2,0
318,CE18XL,5,5
233,U217SC,5,0
638,A5,4,0
650,C05,5,2
537,K84D,2,0
407,29,2,1
852,S65I,5,1
106,Y2717F,2,2
411,I2,3,0
485,Y0975,2,0
660,7H,3,0
4,K3D,2,2
906,NY46L,5,5
366,P410,4,1
26,6756IW,1,0
996,ZT25,5,1
255,WA0,3,2
699,OB9271G,2,2
538,64DA,3,0
932,ZD6,1,0
503,169,5,4
855,1YN,2,2
473,JQ2WL,4,0
679,BO430AD,1,0
779,1366,4,4
110,692N,4,4
534,FR12,3,0
723,C71,5,5
487,P6U,3,1
895,FZ87,2,1
354,Y03N,5,2
479,MB0P,4,1
1000,HJ9381B,3,3
27,Q9181,3,3
622,Y894DA,4,1
48,91D,4,2
466,TL924PC,3,1
941,U616LZ,1,0
369,PS5923,1,1
866,S21Q,5,2
193,T33,4,2
25,OI9L,5,2
526,85K,5,2
820,A343,1,1
524,AB5679S,5,5
873,EB275GB,3,1
724,P02WU,2,1
821,7597GA,1,1
901,JU3990JT,5,0
556,K545ID,1,1
606,Z915W,1,1
858,B90,2,1
117,M742BW,5,1
856,VS7146,1,1
635,V896TA,2,2
399,E962,5,3
107,QM6,3,2
226,57M,2,2
598,S8144N,5,3
111,N4884S,1,0
256,8Z,3,0
668,1,5,1
986,H4851K,5,2
717,R1BJ,1,0
54,H0572,1,1
662,FS2660Y,3,2
806,WJ2219CG,1,1
740,ON35KS,4,2
404,QP5320,3,1
633,76YW,4,3
61,DT9B,4,0
531,KT421,2,1
268,A14R,1,0
744,D2W,2,2
207,4014,5,3
299,Q67S,3,0
262,91UX,4,0
734,UZ2912,5,3
27,243,3,0
163,N713P,4,1
712,LC0PZ,1,0
380,U5057,1,1
412,U3QR,5,2
664,NB97Q,1,0
880,2G,3,0
982,WM4,5,5
722,X715Z,2,2
757,NR3,5,3
853,FJ16,4,0
916,ND6055B,3,0
291,U87,2,1
836,AW27,5,1
868,ZN26C,3,2
757,C1U,5,1
703,DO35QK,1,1
788,Z03CO,3,1
835,LK1965C,1,1
455,F4T,4,3
318,47,5,4
151,M11,5,2
935,SB63,4,4
1,4BY,4,1
215,NS342CL,2,0
186,8ZF,4,4
368,863,2,1
772,Z6UI,5,4
244,G7V,5,3
132,ZA7397GT,1,1
184,1,2,1
636,IL1163ZU,3,1
974,TX3VT,2,0
180,PK05CS,5,2
347,297MR,2,0
150,XG4,3,0
794,VQ480G,2,2
833,34,3,1
626,X04CT,2,0
975,PE9Z,3,3
549,BT8LX,1,1
213,9X,2,1
673,0367BR,1,1
650,00,2,0
167,4SN,5,2
266,X23ZL,3,3
872,Z41,4,4
333,OK4,1,1
657,18,3,0
841,RK800,2,2
650,3,2,0
210,KS2,4,0
71,N58,5,3
134,O911IW,1,1
141,Y78,1,1
472,5294RK,2,0
928,Q014KT,5,0
250,OG01,5,4
122,RC2684O,4,2
26,DO9507,1,1
177,CF85QA,3,1
268,CJ4U,5,0
744,B42G,4,0
996,FO2F,1,0
572,SE7,4,4
570,MI1CS,1,1
265,003L,1,0
675,O241VS,3,2
756,MR22Y,2,1
993,6424VQ,3,3
175,UQ1730F,2,1
983,98Q,5,1
95,732,1,0
626,E2,2,1
356,XZ169H,4,4
42,FV8744M,5,3
106,425T,1,1
911,7380,3,3
529,V84NL,4,3
862,0M,3,3
928,R8195UN,1,0
672,9223U,1,1
526,W776MQ,3,0
711,91SE,5,5
697,HZ633T,5,2
424,479R,2,0
129,515X,5,0
199,JK456,1,0
789,KD5FD,1,0
330,CO4913O,1,0
793,BR791,2,2
607,08,2,0
736,OM002C,5,0
614,AL6227S,4,3
312,JO61V,1,0
106,5034,3,2
4,6700Z,4,0
956,FO510,1,0
928,5819UZ,2,2
656,Z5M,2,2
947,YJ7152A,4,0
38,YV605IF,3,2
972,1229CF,3,3
496,11GU,5,0
339,11N,1,1
416,IB30SH,2,2
52,8W,3,3
722,N06,4,1
740,G1,4,3
188,504D,5,1
282,KH2,5,4
378,6BQ,5,1
264,Y9IS,5,5
905,8407Q,5,2
312,FJ89,4,1
701,31WT,4,2
667,1460,3,1
740,RH9D,2,2
429,57D,3,1
836,G627EH,3,3
247,957,4,0
215,BK070LQ,1,0
950,YJ9881H,1,0
362,517N,3,1
708,VX91S,4,2
298,TH985,2,1
994,UY2424WF,3,0
99,ZA74G,2,1
833,9378MH,1,0
457,4DV,1,0
540,H1NA,3,2
265,L535TE,2,1
20,DY6,3,2
823,43Q,4,4
836,DA37FS,2,2
396,D8532,3,1
321,X167Z,1,0
347,TZ2,3,2
626,104YX,5,2
811,DT984U,4,3
82,581,1,0
591,1SU,4,0
355,J919,2,0
834,6MX,3,0
335,Y499R,5,1
610,LZ11M,2,0
417,Q41PK,1,1
140,414,2,0
828,ZM72,4,0
796,X3H,2,2
806,ML3,3,1
360,NJ5,4,2
175,S2212,5,0
929,BH544,1,1
117,431,5,3
314,EQ63ZT,3,2
734,ZT567,3,1
731,0302EK,5,4
920,4928Z,2,0
3,9B,1,0
535,PD78BW,4,0
186,F6N,5,5
540,6,1,1
958,RB380F,5,3
888,J72,3,0
999,B06R,2,2
868,F804ME,2,1
380,90K,4,1
108,Z952L,4,0
615,W207UK,5,2
109,V3T,2,2
55,RT22N,4,3
846,7190Q,2,1
37,68WF,3,3
537,I8185TL,2,2
454,8331QX,1,0
622,C0062KM,2,1
822,A2,5,4
800,S694E,4,1
447,YT492J,2,2
936,IO759,5,2
434,IQ127ZO,1,0
477,45,3,3
708,B8WC,3,3
129,96,5,5
993,X17X,1,1
809,728,1,0
989,0,5,5
227,23NC,3,1
795,BY177L,3,2
974,306,5,0
464,V52P,3,3
448,W101O,5,2
917,7Z,4,4
556,YO0391,2,0
887,FI9342K,3,3
777,P756WJ,3,0
610,G5,3,3
201,HL793JV,2,1
196,2I,1,1
33,054VE,3,3
342,MK625Q,3,2
327,14,2,1
361,U78,4,2
21,LD3083A,4,1
600,71C,2,0
798,C0,2,2
358,O316Y,2,1
846,R4222J,4,3
763,467JZ,3,1
841,CF1IV,2,1
139,CH1VH,4,0
757,52,5,4
708,RZ27,3,1
876,7BN,2,2
652,MW2OK,2,0
709,E16,3,2
63,J7941XE,1,1
202,526B,2,1
558,I3ZL,1,0
355,J62U,1,1
916,072,5,2
825,O25NM,5,4
346,NR051I,4,2
752,9254E,2,0
255,PI6H,2,0
698,XJ5,2,0
566,UH5036RJ,5,3
661,GI1987,5,1
1000,332W,3,3
100,KB18Q,3,1
97,E24,1,1
246,E95,1,0
621,80EQ,2,1
101,K78I,1,0
466,CV7E,2,1
723,EB8,5,2
7,CK7094C,1,1
988,YW61F,5,4
395,XV8J,2,1
585,N88U,5,2
435,S4783HK,1,0
434,376U,3,2
533,413,3,0
87,GR5,3,0
749,X462L,5,3
864,IG2L,2,1
125,R5002V,3,2
44,4,5,4
267,C5,2,1
53,VZ0,1,1
982,160,5,0
810,0P,5,3
924,BN905VE,2,1
162,N8082,1,0
374,SP4F,1,1
407,F2881RF,4,3
702,K7I,5,0
608,MB5L,2,1
526,97F,2,0
961,F2BK,1,0
887,6152HN,1,0
288,3866Y,4,1
660,5398U,4,2
845,T2668Y,3,3
192,9823WO,3,3
95,D82YE,3,1
49,HJ62F,1,0
57,GP14M,1,1
866,G5NF,2,1
386,H2,3,2
790,B222,3,2
561,YN34DQ,5,3
522,9990,1,1
667,ZI01F,1,1
445,6,1,1
705,WB93AP,1,1
17,PB68,5,1
258,XN589JF,1,0
358,C551JT,2,2
862,HV8,1,1
180,OK09VS,3,3
810,CW0484EZ,5,2
435,S34D,5,0
537,9FE,5,1
626,BV508QR,5,0
71,L2774C,1,0
454,G0159B,4,1
530,P18ZO,5,5
781,C580T,1,0
318,894,3,2
328,9644N,1,1
266,615,5,2
649,HX2352,2,2
704,2317BF,2,2
667,852FR,4,1
164,9019JE,1,1
279,E33IW,2,1
166,M5024,4,1
793,ZH43X,4,0
22,6EY,5,4
200,222,1,0
100,4,3,2
63,356D,5,0
75,QG8TH,4,4
267,L060NJ,5,5
237,W2F,2,0
149,9813,4,0
567,J6989,2,2
330,H052W,3,3
335,NA2551IK,4,3
529,X778O,5,2
118,F3O,3,0
274,B0577,5,5
114,A4O,2,1
695,H31SI,2,1
509,RX7,4,1
188,L819Q,3,3
87,501ZO,5,0
415,04W,4,4
999,E5,5,1
531,YC327,2,1
256,95,4,0
682,Z89,3,1
839,IP50,2,0
520,3,1,0
603,7,2,1
565,3025,1,0
135,RE08GS,5,1
759,WG42GQ,1,0
767,5D,5,1
524,03,4,4
4,KZ09XQ,4,3
163,BX49SJ,4,0
275,B7618J,1,1
880,34,1,1
568,929UO,4,1
496,C6TX,4,3
315,M40U,5,5
807,1Y,4,4
54,42L,3,2
131,5762P,5,2
349,YX679YV,4,2
779,U7300,4,1
615,MD54TA,1,1
558,L188S,1,0
494,K293CQ,4,0
211,VF9O,3,0
123,9YQ,2,2
23,ME19RL,1,0
369,DC3,3,3
83,XQ31G,1,1
616,VH327,1,0
260,CZ2,1,1
141,181G,1,0
360,457,2,0
159,991,2,0
696,Y514,4,1
469,R62Z,4,4
754,BN61YJ,4,2
416,O5Q,5,4
580,UL875S,3,2
48,KZ1019,1,0
871,C2863,2,1
642,NV7851,2,0
427,Z3492CP,1,0
355,EN3J,2,2
794,5D,4,2
661,XU66FY,4,1
141,031,5,2
493,B866I,2,0
849,QB070LE,1,0
390,Y666C,1,1
392,0868,1,1
505,D7AZ,5,0
660,AP7716,5,2
916,Y950P,4,3
672,105I,2,1
383,Q8X,5,1
420,H693KB,5,5
328,G3658RH,2,2
602,QZ0661AB,4,2
151,A8149K,3,3
597,5588,4,4
130,1,4,1
55,UN88,4,2
613,YJ5JW,3,1
922,TC2,2,0
19,904S,1,1
253,DN81Q,4,0
805,V154,2,1
95,R12,4,4
791,IU83,1,0
3,U7K,3,0
171,2522V,4,4
63,786W,2,0
174,K2990A,5,4
997,O7670,4,0
50,1326DE,1,1
8,PN3861Y,5,0
764,B2,1,1
926,XD29,5,2
485,LD35A,3,3
77,JV91,1,1
934,30WT,4,4
771,WP21HK,1,0
729,ZU873T,4,0
376,L423XH,5,0
372,M141U,5,1
404,PN828O,1,1
152,406,2,1
845,IY2402A,2,1
227,S57,1,0
749,JH81OQ,3,1
55,T8425,2,1
808,97TY,3,0
180,PI25,4,1
783,WT234HU,1,0
717,KP4340,3,0
345,J3579H,1,0
667,E4226SC,5,5
307,9929EB,3,0
510,767,4,0
689,OU4O,1,1
216,Y136P,4,3
450,G1YB,5,5
344,9463M,3,1
23,J81UQ,3,0
830,KH86,3,0
671,50,3,2
98,O8W,2,1
750,N1234,4,0
52,V544CQ,2,0
171,PC86ZQ,5,0
283,4830X,3,3
266,80F,2,2
349,VQ9211C,1,0
200,241R,4,1
614,89,3,0
251,979M,3,3
527,T56,1,1
286,U7489NG,2,1
94,4OZ,1,1
491,MG85J,5,5
949,OW0RD,3,1
229,ZF711,5,2
857,BG7H,1,0
493,3245,1,1
398,259PM,1,0
416,SQ96,1,0
86,A87,1,1
176,82BJ,1,1
329,S6I,5,2
492,9546,2,0
116,680PB,3,2
895,QP169I,4,0
147,J9U,4,2
571,6EJ,4,0
302,70W,2,1
60,QH7865Y,1,1
301,N6VJ,3,3
171,7YS,2,1
384,1H,1,1
784,55H,1,0
596,ZQ4040P,5,5
111,B04TY,4,1
293,35VX,4,0
413,AQ869,1,1
280,799QI,5,1
189,KY32,3,0
862,OG320FI,3,0
778,9370KP,4,3
946,FA1839,1,1
570,4Z,5,2
617,VE895,4,4
202,Y149LV,3,1
685,5908SL,2,0
532,YW281MD,5,3
440,7,4,4
610,R3X,4,1
548,B5831,4,2
981,S7260,3,0
616,T3OP,3,2
902,G42DX,1,1
233,D5372MF,3,2
29,Y36IJ,1,1
183,8741,3,3
501,72,2,0
490,D1,3,0
420,47NO,4,0
335,DU6566WH,4,2
677,HY641DT,2,2
82,U575M,4,3
848,RC0,2,0
948,6731,4,3
552,RT48T,1,1
995,P0278LP,4,4
104,P22QZ,5,1
861,R06GX,1,0
495,TJ3S,2,2
388,J2G,1,1
317,68L,1,0
141,9978,5,2
682,U086HD,1,0
940,681ZK,4,1
922,9345F,2,2
297,7KH,1,0
546,4I,5,0
947,50M,4,1
81,IR1118PA,2,0
506,O7,4,4
530,027V,3,2
903,J41TF,5,2
846,TS1YU,2,0
152,L24CD,3,3
285,969N,5,0
110,BK4327,5,0
689,9803E,5,2
261,R507T,2,1
189,426XM,1,0
23,167OY,2,2
480,F6FX,2,0
179,7FS,1,1
513,3234,2,1
103,K6KI,5,1
415,QC555,3,2
522,RY023,3,3
486,652,2,1
614,74,1,1
896,RW7357P,1,1
70,364HR,3,2
107,X89PT,1,0
24,3663I,1,1
231,M3348X,1,1
68,U2BH,1,1
919,M5072,4,4
446,633,2,2
415,O46,3,1
981,HB9600VY,1,0
747,17FC,1,0
939,P857T,3,0
747,W9B,1,0
492,JD3TS,2,2
265,XT7GP,5,3
501,MH12ZT,3,2
443,165,1,1
536,3268,5,2
24,7162P,4,2
582,W5K,5,4
845,OZ630,3,1
273,QE5438,1,0
166,E5234,3,3
762,696T,2,1
602,FY9007,5,0
306,BX168J,1,1
827,N57J,2,1
777,PX77SN,2,2
550,M12,2,1
841,HA4741KB,3,3
254,YB43B,4,2
907,167C,5,4
603,WK566K,2,1
271,Q37O,3,1
657,PB3,3,2
106,520KA,1,0
838,C4,2,2
956,518IQ,1,1
179,YM490,5,4
984,U7959,2,0
362,6853NH,5,3
497,OT1109W,1,0
451,146CR,4,2
25,N2012OQ,4,1
874,P592CH,1,1
886,WA9775,5,0
159,25MB,2,0
601,4544QO,1,1
88,K22B,2,1
118,EK7677V,2,1
496,AW4,4,0
181,VA2923L,1,0
197,NC0939YT,3,2
952,LA94T,2,0
981,X1099,1,1
173,0Z,4,4
357,Q6765,3,2
542,0,5,5
474,NQ2,4,1
766,CG02YQ,1,0
546,HC7224F,4,1
632,45EH,3,1
261,UM90F,5,1
262,SQ0O,4,1
645,N6677,3,2
589,Z15,3,1
915,PZ33,4,0
792,2E,3,0
708,EK959,2,1
959,T456,3,3
978,RY50J,5,3
140,J9040A,2,0
168,JA08D,3,0
367,776,1,0
604,BW6LW,5,5
575,HL4P,2,0
236,G07U,5,3
307,78Y,2,0
738,MQ338P,1,0
567,7392OJ,4,1
629,LJ74,2,0
172,F310,2,0
88,B436A,3,1
675,L6,2,1
276,370X,4,4
30,U28U,4,3
258,R6T,1,0
85,941TL,3,1
412,V0035,1,1
779,VU0DI,2,2
3,F0X,2,0
619,56,2,1
746,UA024Y,3,2
190,2532SH,5,2
697,WR25YK,2,1
387,563,5,1
773,TZ6312,3,1
418,FK8859,1,1
42,98FM,5,5
377,PH0A,1,0
371,WF1,1,1
232,GI2355,1,0
235,Y89,3,1
888,H81U,2,2
332,G23FN,3,2
63,8W,2,2
801,B8170,1,0
290,RF8,4,0
104,HJ451,1,0
550,V34GN,4,4
43,018,1,0
729,AL801PU,4,4
218,VU0,1,1
891,R9684,3,0
630,OT7V,3,3
143,U28LO,1,1
684,E1PZ,4,0
169,6683,3,2
407,37R,5,1
727,L870W,2,0
354,533MU,5,1
569,FC6NU,2,0
318,6,4,4
333,P540FA,2,2
640,VY01,5,2
750,N85WN,4,0
913,0,2,1
134,900FA,4,0
794,XE55N,4,2
666,JW3GK,2,1
809,S617,1,0
907,O6,1,0
834,KD2RC,1,0
901,TS3L,4,0
141,ON29N,4,1
202,IA550P,4,0
108,FE350,5,5
322,CF0239YE,2,2
445,P54YR,2,0
607,U031,2,2
876,H1465,3,2
28,JH7236L,1,0
743,B270D,3,0
982,CG69DM,5,2
645,P2435Y,4,2
534,6,3,2
72,Y001,5,2
755,N4575DY,1,0
498,5RC,2,2
770,Z297A,5,5
203,W3323ZK,1,0
968,HP42,2,0
64,RX830WI,5,3
879,9171IM,5,5
865,1605ZR,2,1
591,O86FQ,2,0
188,15F,1,0
437,CG76LV,5,4
631,T026W,3,1
630,E30,4,0
409,HV2VJ,3,2
95,6105,3,1
490,IF6356QA,2,2
11,2,4,3
367,N153,4,1
675,075RY,1,1
446,9699GV,5,1
424,VO4644,4,2
992,0367,2,0
675,PQ167KV,5,3
572,Y419RJ,5,5
497,0F,3,1
177,NH3,3,0
400,5330O,2,0
814,P2849,4,1
39,D47J,4,0
366,7470WZ,2,0
663,47IQ,2,0
929,M805BC,1,0
778,Q13GP,2,2
901,QY6L,5,4
242,N5136,1,1
158,CS917J,1,0
712,CI4HT,4,0
846,S28,5,3
222,NE8PA,2,2
89,PT52G,2,1
110,SQ8Z,4,4
497,A35W,4,3
721,J24N,4,2
457,41OK,5,4
662,5681,3,2
622,FN9,4,2
201,I953,2,2
633,EN869X,2,2
541,T835GV,5,4
204,A8RK,4,1
67,J9N,2,0
682,KI085NS,5,5
23,47U,2,0
977,H0I,3,3
410,CR82CL,2,0
616,N10X,4,3
408,729MP,4,2
834,3282M,1,0
729,83E,2,0
82,S9,1,1
215,2360,3,1
244,V98,3,0
173,HK4704J,1,1
816,JA3560E,3,1
344,GY2781Q,5,3
584,7831BK,5,4
354,ZJ00BZ,4,2
905,57MR,5,0
641,JT568,3,3
410,Q53S,4,2
437,VH154EG,5,1
11,MT2JX,3,0
556,M47HU,4,1
127,61Z,3,1
71,NG0,2,2
569,UI1380P,3,0
16,MT27Z,2,2
412,1322EF,4,0
935,G25L,2,1
979,C6U,2,0
823,H5,1,1
265,U3T,3,1
476,3727B,3,3
142,4F,4,1
527,S838,3,3
739,60,3,3
251,904,4,0
184,733N,4,4
881,Q53SQ,4,0
694,W0018,5,4
961,RN98RD,5,0
208,X92XZ,3,1
514,4S,3,2
871,U80U,5,1
388,G898P,5,2
823,MV4512I,5,5
461,D8671,3,0
800,FE56,4,0
902,VS864RM,3,2
568,73K,5,5
682,XV395,2,2
480,1NW,3,0
401,0101L,1,1
143,UT124Q,4,1
534,887P,2,2
856,1246YC,5,0
278,TW0ZW,4,3
471,Z2S,4,1
921,EL27,1,1
946,W755RW,2,2
519,3912O,3,3
240,759OF,3,0
945,H560C,3,2
23,32K,3,1
974,B81,5,3
483,S030VM,4,4
619,8688MQ,4,0
566,87B,1,0
731,9412WJ,2,0
951,0O,4,3
341,N011,4,0
521,HE02W,3,2
720,EU77,4,4
585,C885X,5,4
85,77XL,5,5
325,C8351J,1,1
401,N95HM,3,2
715,U9L,1,0
549,E7381V,1,1
439,J35,4,2
177,T4632,4,2
15,89,3,2
574,A399X,3,0
887,0J,5,5
797,NJ9448,5,4
414,1265,2,0
700,732,3,3
974,64G,4,2
417,R23I,3,2
784,SN921L,3,0
465,4RG,1,1
440,C017E,4,4
776,O4C,3,2
576,798,3,2
876,25C,3,1
783,E66DN,5,3
523,NJ602AO,4,2
534,13GI,2,0
914,H820,3,0
977,X4565,1,1
554,C691O,4,4
790,1RB,4,2
395,3P,1,1
50,6470,4,1
181,Z87,2,0
812,AM61,2,0
628,D71,4,2
452,U5NM,2,0
180,F132UF,5,1
98,558IS,2,1
108,VJ1372MR,5,5
594,P88,1,0
596,JP53,1,1
11,A9,2,2
949,52F,1,0
40,FC71L,1,0
63,0TV,5,1
336,9933M,5,5
187,TC90,1,0
475,18,5,0
221,X3273RM,4,1
972,GQ8F,2,0
213,RE912,1,0
614,IJ8332B,1,0
986,WL9765,2,1
269,VN03,1,1
222,5,2,1
7,N4,2,1
231,CH89D,4,4
668,B6,2,1
645,UC8002RF,3,0
391,BJ2,2,2
289,551Q,4,3
490,LE19Z,4,0
225,VB645,1,1
408,B7557,5,4
795,172,1,0
924,82O,4,4
132,I92Q,5,1
934,2740,3,3
263,WL213,1,1
572,Q1288GA,5,1
324,E7K,4,4
557,E8CA,3,2
563,220PI,3,3
156,DK74QL,4,1
660,666BJ,3,2
996,93X,3,0
146,9H,4,4
363,A0080,4,4
254,2585,1,0
390,A5L,1,0
110,YT6U,5,0
479,U42NE,1,1
89,T343VI,4,0
61,Z6615,2,1
604,O7IQ,3,1
113,W59NP,5,2
536,T7218,5,3
877,W6192,2,1
574,U8359,1,0
725,QW5061,1,0
321,1,3,0
841,Y681C,1,1
876,CX343M,2,0
344,WS5T,4,3
333,6250QG,5,4
189,C0339W,5,4
451,9359O,3,1
407,WN73LR,1,1
584,TU408L,2,2
428,XC8JL,5,0
328,SO598AI,1,0
762,L74WD,2,0
850,33WQ,5,1
126,N6P,3,2
899,Y5K,5,3
282,N3NU,4,1
750,PW66,1,1
726,HN99,4,1
345,B96,2,2
914,FG36,1,1
293,RU30,1,0
555,UP4701Q,2,1
396,CK05PX,5,5
364,8507DJ,4,3
383,HP28,5,0
971,LX7,2,0
932,4379C,5,3
780,U7JD,2,1
888,1744U,3,1
584,66GM,4,4
579,B964U,3,2
841,DH7396,1,0
258,BG0789,4,2
896,049,3,2
440,2O,5,0
758,X6942HK,3,2
338,A665KJ,4,0
64,E745,3,3
144,KF75IQ,4,3
118,FT80,4,4
181,M86,4,0
314,K466E,4,0
593,3AH,2,0
974,36LY,1,1
364,3394VD,4,2
962,U5,4,3
465,246EY,4,4
925,DE8955,4,0
904,AC42P,2,1
397,Q7296,4,4
182,P682N,3,3
25,03C,4,4
107,LT5D,1,1
85,WJ5H,2,2
138,H79W,2,1
974,JB1423BS,5,5
812,AD290FG,3,3
868,5039IS,1,0
258,J31SH,4,1
545,0A,2,1
898,O54,5,1
197,8,4,0
167,LM3213,4,1
808,EG701RH,3,0
909,5V,4,2
353,3847Q,5,0
335,Z8ZC,2,0
427,Q59AY,4,2
471,WP928Z,2,0
464,F956C,3,1
70,UL5,4,4
381,ZF228,4,4
504,KB898EF,1,1
803,UA5750GC,5,1
4,ZD78MH,4,1
347,R8288,4,3
948,S911OP,2,0
135,4911AO,4,1
223,U1809A,1,0
976,V9790O,1,0
843,IT9IW,2,1
321,ZL0376,1,0
926,21,3,3
402,GM5G,3,3
97,25LT,2,0
110,682P,4,3
497,4465,5,1
980,FU005SK,4,1
929,W1,4,2
283,190,5,5
838,VD48T,5,4
888,Y0082PQ,5,4
708,653,3,0
279,H076FB,5,0
830,198KX,2,0
334,UH1,3,0
236,871HT,5,2
335,2MU,4,2
182,L5211RT,3,3
126,58,2,1
964,QO0CT,5,5
616,EM203IY,2,1
887,AQ8,2,2
748,4IT,5,5
187,06Q,2,2
429,8555UF,1,0
685,434I,5,1
173,Z457F,4,0
658,355JM,2,1
335,I8860JF,5,0
146,9704RC,2,1
182,7XT,4,3
1000,D95XU,2,2
591,A0512KS,4,2
756,YK27UJ,2,1
166,V378,2,0
591,J8J,1,1
951,MX52T,2,0
560,BG8,3,2
997,O39EP,5,3
800,0024U,5,1
731,820,5,1
780,A9416K,3,3
448,2773,4,3
29,2533R,1,0
119,X8159W,2,1
404,X6,1,0
682,83YD,5,0
557,532,3,3
581,7Z,1,1
41,W57EF,5,1
537,03,5,1
591,3912,2,1
821,2UL,4,2
295,HG1,4,3
964,P097BS,5,4
599,843,2,1
886,FW1,1,0
755,9842,5,2
275,08TK,5,3
366,B80CV,1,0
278,F1E,4,1
36,L862,2,2
764,64QE,3,3
590,M641Z,2,2
631,723,1,1
942,053X,2,1
689,78R,2,0
745,Z7898G,3,1
189,77S,1,0
402,39Q,1,1
824,UV68NL,4,2
86,KA1221,3,3
57,YS7780,1,1
44,AW262,2,0
626,Q19,3,2
493,60YN,2,0
77,UQ9005,2,2
598,8256SL,5,4
307,D94LG,1,0
357,1,1,0
799,S6HT,4,1
974,TS8100J,3,1
750,0TV,5,5
901,26,4,1
93,Q12K,1,1
346,CZ38EN,4,4
26,GL0,4,3
249,319A,5,0
90,5S,4,2
427,2661,5,3
544,T775F,2,0
151,2706BX,2,1
2,S7848F,3,1
279,SM1477,5,2
121,DT111,1,1
542,P200WG,1,1
549,T7,2,1
144,823Z,4,4
109,1873HT,2,1
576,KR3428W,2,1
578,C2,3,2
275,074BQ,2,0
342,A572,1,0
298,C155E,5,3
984,5,1,1
928,V11,4,3
290,P541DR,1,0
559,U0612XB,3,2
991,ZG950YK,4,4
712,A8M,2,1
141,Y2EH,3,2
49,XN6739RT,4,1
76,CA64R,4,0
958,G4164UC,1,0
84,YR6,3,3
258,0,2,0
948,1FX,3,2
176,15K,5,2
691,R2,5,3
35,71NS,2,0
975,493JK,4,4
944,1O,3,3
959,0,3,2
32,VS8EG,2,2
719,XZ4886Q,5,2
16,0097FR,1,0
578,034,2,1
708,K5,4,4
566,1046,5,4
413,LM9,4,1
514,WA648QW,3,3
352,2998MB,2,2
178,EO8296,2,1
277,DA5399MN,5,0
544,O4,5,4
395,IS905,2,0
230,9HY,3,0
822,K2920,2,0
408,Y4,4,4
559,U0888BI,1,0
780,9567C,1,1
363,S5423W,5,0
964,X3X,3,1
328,LW909,5,4
383,8345DX,5,3
974,X1246,1,1
252,AY9B,3,2
124,55L,4,4
582,S4199T,1,0
337,CA5997,1,0
869,V173YU,4,2
992,X07,1,1
